# Catalog of 6,669 unique galaxies from SDSS Data Release 1
# In addition, galaxies are selected by the following conditions:
#    12 < rPetrosian < 17.77 
#  0.01 <  redshift  < 0.30
#    good imaging magnitudes,
#  212 < RA < 228 and -1 < Dec < 4
# The listed parameters are:
# RA/Dec: equatorial position in decimal deg.
# redshift, determined from SDSS spectrum
# DM: distance module for WMAP cosmology (magnitudes)
# absolute magnitude Mr = r - DM
# u and r: model magnitude, u-r=2.22 is a good separator
#          of spiral and elliptical galaxies (see Strateva et al. 2001)
#
#    RA         Dec  redshift   DM     u      r  
 217.43811    1.47411  0.129  38.89  19.14  17.44 
 217.45250    1.33680  0.143  39.13  19.36  17.53 
 217.46727    1.38371  0.051  36.77  18.87  17.56 
 217.50235    1.29186  0.192  39.84  19.65  17.55 
 217.53162    1.30263  0.132  38.93  19.40  17.41 
 217.68919    1.42637  0.117  38.65  19.36  16.48 
 217.60968    1.32022  0.137  39.02  19.38  16.38 
 217.65790    1.38485  0.143  39.13  18.89  17.13 
 217.72679    1.27764  0.032  35.73  18.55  15.98 
 217.71684    1.30962  0.160  39.40  19.50  16.82 
 217.79181    1.36194  0.117  38.66  19.20  16.78 
 217.86180    1.33057  0.134  38.98  19.37  17.45 
 217.73195    1.43916  0.120  38.71  19.90  17.32 
 217.73497    1.38517  0.203  39.98  20.93  17.44 
 217.83241    1.32437  0.135  39.00  18.50  16.78 
 217.91182    1.37998  0.130  38.91  19.77  17.14 
 217.95180    1.37578  0.137  39.02  20.38  17.08 
 218.11592    1.35079  0.139  39.06  20.20  16.90 
 218.15329    1.37730  0.138  39.05  18.38  16.73 
 218.15526    1.34746  0.138  39.05  18.94  16.88 
 218.06607    1.45706  0.027  35.37  18.36  16.84 
 218.13008    1.28817  0.113  38.58  19.12  16.83 
 218.25108    1.35963  0.113  38.58  19.19  16.46 
 218.17433    1.40906  0.136  39.02  19.81  17.14 
 218.40091    1.30591  0.056  36.95  17.43  15.78 
 218.50270    1.24835  0.094  38.14  19.59  17.04 
 218.58429    1.26179  0.118  38.68  20.27  17.28 
 218.66722    1.34840  0.120  38.71  19.93  17.24 
 218.84731    1.33221  0.129  38.89  19.23  16.33 
 218.99495    1.30053  0.151  39.26  20.34  17.28 
 218.97459    1.28457  0.151  39.26  19.80  17.40 
 219.03645    1.38993  0.088  38.00  18.76  16.93 
 219.35150    1.35331  0.123  38.78  19.48  16.82 
 219.50491    1.41215  0.123  38.78  18.66  15.77 
 219.61986    1.36873  0.147  39.19  20.58  17.41 
 219.94731    1.31319  0.050  36.71  18.86  16.91 
 219.82901    1.34421  0.180  39.68  20.44  17.44 
 219.89595    1.23054  0.079  37.74  19.09  16.02 
 220.03877    1.33958  0.085  37.91  18.23  16.00 
 220.08104    1.33921  0.085  37.90  17.61  15.39 
 220.10939    1.25841  0.078  37.71  17.77  15.28 
 220.20219    1.25214  0.078  37.73  19.34  17.04 
 220.11621    1.28642  0.078  37.73  18.58  16.68 
 220.15552    1.32204  0.050  36.72  17.73  16.26 
 220.27585    1.40571  0.085  37.90  19.14  16.42 
 220.46129    1.26439  0.137  39.04  18.36  15.58 
 220.50099    1.28982  0.050  36.69  18.53  16.29 
 220.67763    1.31978  0.034  35.83  17.56  14.97 
 220.69051    1.29319  0.033  35.78  17.00  14.66 
 220.77702    1.23763  0.084  37.90  20.10  17.40 
 220.83885    1.34091  0.033  35.80  18.07  16.39 
 221.01144    1.24029  0.049  36.68  19.22  16.65 
 221.03604    1.19528  0.028  35.42  16.57  14.61 
 221.16559    1.31069  0.120  38.71  19.31  17.49 
 221.25404    1.26611  0.177  39.64  19.71  17.40 
 221.59340    1.22841  0.050  36.69  17.85  16.01 
 221.56912    1.24918  0.083  37.86  19.20  17.14 
 221.63019    1.27475  0.028  35.38  16.06  13.31 
 221.75140    1.27688  0.120  38.71  19.90  17.12 
 221.75070    1.25136  0.296  40.91  19.08  17.34 
 221.79893    1.22966  0.050  36.69  19.21  17.04 
 221.80301    1.16953  0.096  38.19  19.13  17.40 
 221.90446    1.34220  0.092  38.09  18.86  17.66 
 222.14821    1.35413  0.049  36.67  17.80  16.04 
 222.09436    1.21209  0.036  35.97  18.50  17.30 
 222.23427    1.20212  0.087  37.97  19.78  16.94 
 222.37398    1.35333  0.112  38.57  19.78  17.01 
 222.71803    1.16569  0.027  35.34  16.64  15.00 
 222.77213    1.15571  0.185  39.75  20.44  17.24 
 222.79298    1.19281  0.200  39.94  20.15  17.36 
 222.82993    1.24939  0.116  38.64  18.85  17.59 
 222.93011    1.25190  0.196  39.89  20.53  17.13 
 223.18323    1.21398  0.141  39.10  18.64  15.59 
 223.21866    1.31005  0.066  37.34  20.34  16.82 
 223.29633    1.31983  0.088  37.98  19.61  16.74 
 223.40012    1.12986  0.147  39.20  19.48  16.49 
 223.43488    1.24951  0.149  39.23  19.90  16.97 
 223.43063    1.29857  0.135  39.00  20.16  17.12 
 223.50259    1.19557  0.163  39.44  19.93  17.38 
 223.55177    1.29496  0.144  39.15  19.72  16.19 
 223.49884    1.24858  0.082  37.82  19.50  17.37 
 223.60957    1.28390  0.132  38.93  19.07  17.27 
 223.59761    1.32327  0.131  38.93  19.49  16.77 
 223.89346    1.16013  0.068  37.39  18.98  16.39 
 223.94600    1.16412  0.110  38.52  18.96  16.49 
 224.12242    1.16340  0.035  35.91  17.43  14.69 
 224.12540    1.20125  0.110  38.51  18.94  16.09 
 224.17320    1.27131  0.088  37.99  19.39  16.55 
 224.28455    1.14241  0.080  37.79  19.44  17.01 
 224.31425    1.18972  0.080  37.78  18.50  15.85 
 224.41968    1.21786  0.080  37.78  18.30  16.69 
 224.50984    1.29179  0.080  37.78  19.33  16.92 
 224.54240    1.21758  0.088  38.00  18.76  17.20 
 224.64818    1.18104  0.166  39.48  20.68  17.40 
 224.72153    1.16186  0.043  36.36  17.74  16.34 
 224.66440    1.28263  0.042  36.32  17.21  15.01 
 224.72675    1.08597  0.033  35.81  19.08  17.46 
 224.88573    1.25362  0.074  37.61  18.35  16.54 
 224.78844    1.19619  0.082  37.84  18.49  16.61 
 224.81659    1.24020  0.166  39.49  20.20  17.35 
 224.93407    1.27007  0.133  38.96  19.92  17.06 
 224.93956    1.21901  0.133  38.96  20.32  17.17 
 225.00182    1.08302  0.108  38.46  19.51  17.47 
 225.06412    1.27107  0.108  38.47  18.70  16.46 
 225.27744    1.23885  0.079  37.74  18.45  16.31 
 225.47508    1.12905  0.052  36.81  18.76  16.76 
 225.58890    1.12790  0.177  39.64  19.84  16.70 
 225.74562    1.25046  0.121  38.73  19.65  17.36 
 225.71292    1.09523  0.095  38.18  19.63  16.98 
 225.71390    1.13401  0.118  38.68  19.38  16.82 
 225.66545    1.08225  0.105  38.41  20.00  17.47 
 225.72786    1.10750  0.036  35.95  18.65  16.41 
 225.93791    1.22362  0.129  38.89  19.65  16.29 
 226.02498    1.19974  0.092  38.09  19.35  16.37 
 226.04359    1.06668  0.123  38.78  18.66  15.97 
 226.07956    1.10908  0.097  38.23  21.59  17.31 
 226.16827    1.12662  0.128  38.87  18.59  16.16 
 226.20274    1.14551  0.129  38.88  20.51  17.27 
 226.13013    1.13970  0.078  37.72  18.97  17.13 
 226.54642    1.11469  0.105  38.40  18.29  15.33 
 226.41191    1.08599  0.100  38.29  18.85  16.60 
 226.46263    1.07490  0.088  37.99  18.45  16.45 
 226.65556    1.22915  0.092  38.10  18.67  15.89 
 226.60336    1.05056  0.074  37.61  18.44  16.05 
 226.62111    1.22956  0.094  38.15  19.22  17.29 
 226.65462    1.14688  0.131  38.93  19.63  17.28 
 226.64091    1.22171  0.092  38.09  19.62  17.31 
 226.83386    1.04122  0.147  39.20  18.90  17.05 
 226.84972    1.20810  0.113  38.59  19.23  17.07 
 226.76144    1.11421  0.185  39.75  21.21  17.45 
 226.88588    1.05003  0.092  38.11  18.53  15.59 
 226.97659    1.13799  0.061  37.16  17.58  15.41 
 226.93347    1.04910  0.126  38.83  19.96  17.31 
 226.93980    1.21738  0.035  35.93  19.11  17.34 
 226.95604    1.14456  0.147  39.20  18.82  16.98 
 227.08559    1.20881  0.035  35.92  18.59  17.24 
 227.04123    1.16684  0.061  37.17  18.43  16.53 
 227.05638    1.12241  0.093  38.11  19.09  17.28 
 227.29190    1.05189  0.093  38.11  19.93  17.10 
 227.18660    1.15341  0.093  38.12  19.95  17.06 
 227.27423    1.18626  0.093  38.12  18.37  16.43 
 227.33107    1.06779  0.133  38.95  20.17  17.26 
 227.37195    1.06755  0.075  37.62  17.16  15.36 
 227.32242    1.18482  0.093  38.12  19.32  16.36 
 227.40019    1.21596  0.091  38.08  20.27  17.30 
 227.48643    1.21329  0.073  37.57  19.33  17.52 
 227.47536    1.03418  0.154  39.31  19.99  17.47 
 227.47488    1.03430  0.154  39.31  19.99  17.47 
 227.57339    1.05226  0.074  37.59  19.12  16.75 
 227.57292    1.05229  0.074  37.59  19.12  16.75 
 227.56096    1.00887  0.088  37.99  19.14  17.25 
 227.56047    1.00895  0.088  37.99  19.14  17.25 
 227.57622    1.02406  0.073  37.55  19.32  17.37 
 227.57573    1.02411  0.073  37.55  19.32  17.37 
 227.58302    1.19677  0.073  37.58  19.18  16.98 
 227.71320    1.19551  0.072  37.54  18.21  16.34 
 227.71271    1.19548  0.072  37.54  18.21  16.34 
 227.70654    1.15350  0.122  38.75  19.54  16.57 
 227.70604    1.15348  0.122  38.75  19.54  16.57 
 227.69147    1.00329  0.088  37.99  19.65  17.13 
 227.69089    1.00330  0.088  37.98  19.65  17.13 
 227.76797    1.06055  0.173  39.59  20.20  17.33 
 227.76736    1.06050  0.173  39.58  20.20  17.33 
 227.93863    1.15841  0.096  38.20  19.20  16.31 
 227.93800    1.15827  0.096  38.20  19.20  16.31 
 227.96278    1.09374  0.096  38.20  19.68  17.07 
 227.96211    1.09358  0.096  38.21  19.68  17.07 
 212.10741    1.93122  0.144  39.15  19.24  17.50 
 212.13425    1.99319  0.176  39.62  19.29  16.88 
 212.22182    1.82709  0.167  39.49  20.15  17.14 
 212.46529    1.91756  0.097  38.21  19.02  16.80 
 212.55106    1.81833  0.025  35.15  17.24  14.97 
 212.61058    1.98535  0.127  38.86  19.20  16.00 
 212.60777    1.98183  0.131  38.92  20.36  17.42 
 212.53995    1.89005  0.165  39.47  19.59  16.55 
 212.68852    1.94631  0.129  38.89  19.01  16.27 
 212.70132    1.91195  0.085  37.92  18.74  15.98 
 212.72096    1.90829  0.080  37.78  19.36  16.78 
 212.72824    1.87073  0.085  37.92  19.26  16.26 
 212.68582    1.92381  0.130  38.90  19.81  17.11 
 212.69833    1.88441  0.085  37.92  19.29  16.67 
 212.77286    1.99138  0.127  38.86  20.04  16.85 
 212.77895    1.95985  0.132  38.95  19.44  16.42 
 212.81364    1.83906  0.177  39.64  20.31  17.04 
 212.86691    1.94757  0.177  39.65  20.82  17.60 
 212.98399    1.85809  0.085  37.93  19.39  16.57 
 212.94107    1.94733  0.018  34.41  17.29  16.10 
 212.97256    1.89854  0.080  37.78  18.85  16.86 
 213.18587    1.80045  0.158  39.37  19.59  16.63 
 213.27460    1.79857  0.159  39.39  18.82  16.79 
 213.33505    1.91250  0.026  35.23  17.70  16.13 
 213.45941    1.95427  0.055  36.90  19.24  16.82 
 213.46669    1.89499  0.054  36.88  17.97  15.48 
 213.49763    1.83181  0.053  36.86  17.28  14.68 
 213.50961    1.84788  0.039  36.14  17.24  14.59 
 213.44547    1.93354  0.055  36.92  17.78  16.13 
 213.41656    1.78300  0.054  36.87  19.27  16.90 
 213.44318    1.89907  0.145  39.16  19.85  17.54 
 213.47958    1.81822  0.056  36.95  17.75  15.57 
 213.52325    1.90409  0.055  36.92  19.08  17.45 
 213.43199    1.81664  0.158  39.38  19.07  17.01 
 213.53780    1.85495  0.053  36.82  19.72  17.15 
 213.68042    1.93737  0.053  36.83  18.86  16.29 
 213.56087    1.87568  0.053  36.85  19.74  17.31 
 213.62035    1.85803  0.186  39.77  20.29  16.93 
 213.53697    1.81656  0.253  40.52  20.71  16.98 
 213.62544    1.91538  0.053  36.83  17.29  15.92 
 213.68867    1.83343  0.127  38.85  18.81  16.93 
 213.75529    1.92119  0.053  36.85  19.00  16.50 
 213.75510    1.77584  0.055  36.93  18.55  15.95 
 213.96153    1.88263  0.026  35.23  16.83  14.71 
 213.90028    1.92423  0.130  38.90  20.11  17.19 
 213.89212    1.81476  0.025  35.19  18.72  17.36 
 214.02957    1.96413  0.025  35.18  17.68  17.64 
 214.00745    1.91660  0.054  36.89  19.12  16.48 
 214.04927    1.86798  0.082  37.84  17.63  14.89 
 214.05670    1.84060  0.053  36.85  19.72  17.10 
 214.07860    1.79298  0.181  39.69  20.06  17.06 
 214.14755    1.91203  0.085  37.91  18.31  16.11 
 214.16762    1.85371  0.082  37.83  17.34  15.55 
 214.17621    1.93277  0.052  36.81  19.62  16.97 
 214.25925    1.92324  0.092  38.09  20.13  17.38 
 214.18689    1.79699  0.051  36.74  18.51  16.94 
 214.39172    1.81254  0.025  35.15  16.32  14.28 
 214.34004    1.82119  0.054  36.89  18.12  15.32 
 214.34557    1.90627  0.056  36.97  19.62  17.25 
 214.35216    1.96214  0.053  36.82  18.49  15.82 
 214.39162    1.93693  0.050  36.71  18.20  15.70 
 214.40125    1.76817  0.052  36.78  17.77  15.06 
 214.29112    1.90596  0.056  36.96  19.22  16.82 
 214.40759    1.91119  0.058  37.06  19.75  17.24 
 214.30116    1.89629  0.057  37.00  19.21  17.30 
 214.32448    1.92003  0.055  36.94  20.07  17.16 
 214.35475    1.95502  0.055  36.91  19.48  16.95 
 214.39320    1.91809  0.055  36.93  19.96  17.46 
 214.41582    1.96260  0.193  39.85  19.03  17.26 
 214.48251    1.86944  0.054  36.88  18.50  15.84 
 214.49991    1.90634  0.053  36.84  18.24  15.96 
 214.50603    1.92829  0.127  38.85  19.33  17.04 
 214.44501    1.93454  0.055  36.92  19.82  17.46 
 214.51263    1.77639  0.274  40.71  20.12  17.19 
 214.58167    1.89976  0.054  36.89  19.54  17.49 
 214.61409    1.87204  0.053  36.83  18.87  17.07 
 214.70222    1.85433  0.055  36.90  19.99  17.51 
 214.72696    1.87370  0.025  35.17  18.15  17.05 
 214.79535    1.85529  0.067  37.37  18.70  16.21 
 214.82101    1.86802  0.066  37.34  18.47  15.72 
 214.82347    1.93149  0.084  37.90  19.82  17.14 
 214.82686    1.84697  0.083  37.86  19.72  17.58 
 214.98175    1.95138  0.170  39.54  20.30  17.15 
 214.93092    1.75178  0.076  37.66  18.01  16.53 
 215.12839    1.85604  0.084  37.90  20.63  17.32 
 215.17961    1.85041  0.079  37.74  19.19  16.53 
 215.10835    1.93430  0.169  39.53  20.53  17.05 
 215.10979    1.86359  0.149  39.23  19.94  16.82 
 215.22540    1.86193  0.084  37.89  18.05  15.17 
 215.20920    1.85385  0.084  37.89  19.82  17.16 
 215.27737    1.75994  0.162  39.43  20.52  17.42 
 215.36725    1.81229  0.161  39.41  18.76  17.10 
 215.48506    1.93970  0.078  37.71  18.16  16.67 
 215.53627    1.80239  0.133  38.96  19.97  17.57 
 215.55020    1.80927  0.128  38.86  19.65  17.32 
 215.71835    1.81962  0.085  37.92  19.65  17.23 
 215.72232    1.73209  0.110  38.52  17.58  16.36 
 215.77612    1.78966  0.111  38.53  18.40  15.36 
 215.63585    1.76737  0.111  38.53  19.83  16.82 
 215.69537    1.82525  0.100  38.28  19.57  16.89 
 215.71584    1.75674  0.156  39.34  20.14  17.03 
 215.82513    1.90845  0.198  39.91  20.24  17.25 
 215.82309    1.85492  0.111  38.53  19.72  16.80 
 215.98730    1.84378  0.116  38.63  18.80  15.80 
 216.05965    1.77926  0.169  39.53  19.78  16.62 
 215.92824    1.79488  0.110  38.52  18.89  16.96 
 216.02295    1.79944  0.055  36.94  19.80  17.58 
 216.11345    1.92252  0.093  38.12  18.47  14.65 
 216.34631    1.72468  0.039  36.15  18.02  16.63 
 216.50949    1.91902  0.105  38.41  19.34  17.29 
 216.58879    1.73276  0.068  37.39  18.76  16.23 
 216.55560    1.81361  0.169  39.53  20.12  17.57 
 216.70532    1.80867  0.100  38.29  18.72  17.39 
 216.74350    1.76690  0.086  37.95  19.12  16.69 
 216.89302    1.83378  0.100  38.29  18.98  16.38 
 216.87198    1.85176  0.029  35.53  18.35  16.84 
 216.89961    1.87859  0.025  35.12  18.51  17.11 
 217.02739    1.84224  0.112  38.56  19.11  17.12 
 217.06264    1.89671  0.144  39.15  20.14  16.99 
 217.07758    1.80180  0.120  38.71  19.44  16.76 
 217.08104    1.77059  0.120  38.71  19.82  17.11 
 217.13469    1.73704  0.144  39.15  20.87  17.24 
 217.12994    1.76131  0.112  38.55  19.28  16.52 
 217.13916    1.89155  0.086  37.96  19.83  16.98 
 217.14555    1.70978  0.120  38.71  19.46  17.35 
 217.21791    1.77025  0.120  38.72  19.83  16.92 
 217.35281    1.90097  0.137  39.03  19.33  16.96 
 217.31735    1.76639  0.120  38.71  20.10  17.40 
 217.42677    1.87883  0.099  38.27  18.94  17.09 
 217.35945    1.82343  0.138  39.05  18.75  16.89 
 217.57581    1.88436  0.100  38.29  19.97  17.34 
 217.53494    1.68959  0.034  35.84  17.83  16.64 
 217.63638    1.85330  0.034  35.86  16.92  15.41 
 217.67639    1.88144  0.034  35.84  15.42  13.85 
 217.71796    1.86193  0.095  38.17  18.14  16.04 
 217.64723    1.87364  0.099  38.28  18.90  16.85 
 217.65875    1.69485  0.095  38.17  18.64  17.15 
 217.69014    1.75177  0.099  38.27  19.31  17.33 
 217.84186    1.83775  0.099  38.28  19.32  16.97 
 217.97908    1.85208  0.110  38.51  19.31  16.41 
 218.00163    1.72224  0.109  38.50  19.13  16.20 
 217.94623    1.68802  0.110  38.52  19.71  17.08 
 218.23140    1.75731  0.151  39.26  20.19  16.91 
 218.17809    1.69023  0.139  39.06  19.06  16.12 
 218.18970    1.87746  0.030  35.56  16.96  15.15 
 218.18582    1.87611  0.030  35.58  18.29  17.47 
 218.30830    1.67598  0.136  39.01  19.70  16.85 
 218.22202    1.83658  0.111  38.54  19.06  17.47 
 218.23058    1.86917  0.030  35.57  17.48  15.97 
 218.43118    1.85096  0.113  38.57  19.18  17.10 
 218.43465    1.83100  0.187  39.77  19.91  17.43 
 218.44948    1.81371  0.112  38.56  19.78  17.24 
 218.39375    1.69133  0.112  38.56  20.04  17.56 
 218.40077    1.85018  0.138  39.05  19.22  17.17 
 218.47256    1.79055  0.112  38.55  19.00  17.24 
 218.56079    1.68062  0.137  39.03  19.95  16.87 
 218.61555    1.66630  0.136  39.01  19.91  17.40 
 218.64734    1.80971  0.078  37.70  18.31  16.31 
 218.67853    1.78336  0.078  37.72  17.74  16.30 
 218.65004    1.78837  0.077  37.70  19.46  16.77 
 218.71211    1.76170  0.119  38.70  19.77  17.20 
 218.67401    1.80463  0.078  37.72  18.95  17.44 
 218.74896    1.76467  0.118  38.68  19.14  17.44 
 218.78667    1.81064  0.223  40.21  20.76  17.42 
 218.84871    1.86345  0.052  36.78  17.45  14.87 
 218.87639    1.85484  0.118  38.68  19.93  17.08 
 218.86584    1.81179  0.199  39.92  20.54  17.51 
 218.94994    1.65965  0.151  39.26  20.26  17.39 
 219.07602    1.79865  0.094  38.15  19.39  16.44 
 219.15405    1.83581  0.139  39.07  19.72  16.87 
 219.35860    1.66872  0.138  39.04  20.49  17.47 
 219.39641    1.69743  0.138  39.05  20.15  17.30 
 219.40804    1.70816  0.137  39.04  19.52  16.52 
 219.52808    1.74714  0.093  38.13  20.18  17.43 
 219.63142    1.82172  0.083  37.86  20.46  17.17 
 219.74217    1.73200  0.153  39.29  20.44  17.35 
 219.73128    1.77090  0.200  39.94  20.48  17.38 
 219.78629    1.68818  0.091  38.08  18.82  17.31 
 219.87608    1.81966  0.083  37.86  17.95  16.01 
 220.01091    1.71690  0.184  39.74  19.70  17.45 
 219.99142    1.67328  0.123  38.77  20.10  17.42 
 220.16669    1.62806  0.085  37.90  19.63  16.65 
 220.18419    1.63490  0.084  37.89  20.08  17.39 
 220.13240    1.81426  0.122  38.76  19.15  17.43 
 220.41417    1.69108  0.137  39.04  19.84  17.29 
 220.33983    1.79549  0.123  38.78  20.10  16.94 
 220.70497    1.70385  0.078  37.72  18.29  15.85 
 220.61128    1.81242  0.084  37.88  19.02  17.06 
 220.69835    1.72092  0.034  35.82  18.46  17.57 
 220.74026    1.75456  0.034  35.85  18.76  16.30 
 221.01291    1.73831  0.037  36.01  17.59  16.35 
 221.04201    1.73390  0.073  37.57  18.76  17.08 
 221.19719    1.62328  0.034  35.84  19.23  16.64 
 221.18178    1.76770  0.180  39.68  20.62  17.21 
 221.49037    1.69432  0.034  35.83  18.88  16.52 
 221.55562    1.78372  0.166  39.48  20.08  16.95 
 221.71706    1.66996  0.069  37.43  18.19  16.24 
 221.94514    1.57930  0.119  38.70  19.69  16.76 
 222.18182    1.74403  0.120  38.73  19.79  17.06 
 222.26572    1.77105  0.117  38.66  19.56  17.52 
 222.28879    1.77905  0.134  38.99  19.95  17.02 
 222.34184    1.74886  0.088  37.99  19.63  17.14 
 222.52545    1.71548  0.045  36.45  17.22  15.28 
 222.57841    1.71346  0.141  39.10  19.74  17.24 
 222.67773    1.76291  0.211  40.07  19.47  17.47 
 222.77788    1.60354  0.044  36.44  18.89  17.28 
 222.88211    1.69770  0.134  38.99  20.03  17.47 
 223.04883    1.64608  0.143  39.12  19.33  16.40 
 223.09518    1.62811  0.144  39.14  19.73  17.11 
 223.24156    1.68911  0.097  38.23  18.74  15.91 
 223.17801    1.68331  0.150  39.24  20.02  16.87 
 223.67973    1.60669  0.139  39.06  18.53  16.43 
 223.58206    1.54924  0.147  39.19  20.40  17.20 
 223.90398    1.53089  0.097  38.23  18.44  16.03 
 224.08067    1.58372  0.034  35.87  19.23  17.55 
 224.12746    1.63122  0.135  38.99  20.00  17.15 
 224.13715    1.56047  0.035  35.89  18.42  17.09 
 224.18030    1.52312  0.144  39.15  20.26  17.07 
 224.20247    1.52610  0.146  39.18  20.23  17.47 
 224.23643    1.52900  0.146  39.19  20.14  16.99 
 224.18236    1.56722  0.144  39.15  21.12  17.46 
 224.26755    1.54128  0.134  38.98  19.23  16.80 
 224.31871    1.53550  0.145  39.17  19.54  16.56 
 224.38126    1.59945  0.029  35.52  17.07  14.84 
 224.38000    1.59970  0.029  35.49  17.07  14.84 
 224.32452    1.55200  0.104  38.39  19.69  17.42 
 224.53587    1.54859  0.042  36.34  18.72  16.16 
